"Carimbo de data/hora","1 - Qual sua idade?","2 - Qual o seu meio principal de informação?","3 - Como está sua rotina? ","4 - Tem usado quais utensílios de prevenção indicados contra o coronavírus?","5 - É a favor do isolamento social para contenção do vírus ? ","6 - Como você está se sentindo neste momento de pandemia?","7 - Qual(is) sua(s) ocupação(ões)?","8 - É/São em um serviço considerado essencial?","9 - Qual sua renda mensal per capita antes da pandemia do Coronavírus?","10 - Você teve a redução desta renda durante a pandemia?"
"2020/04/16 2:56:39 PM GMT-3","60","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/16 2:57:27 PM GMT-3","26","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Nenhum, não tive acesso","Sim","Ansioso","Autônomo","Sim","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/16 2:58:53 PM GMT-3","19","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel","Sim","Normal;Ansioso;Depressivo","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/16 2:58:57 PM GMT-3","25","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Sabão","Sim","Ansioso;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 2:59:00 PM GMT-3","61 anos","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Sim","Acima de R$ 3135,00;","Não"
"2020/04/16 2:59:31 PM GMT-3","29","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Sabão","Sim","Normal","Estudante;CLT","Sim","Acima de R$ 3135,00;","Não"
"2020/04/16 2:59:54 PM GMT-3","24","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Normal;Ansioso","Estudante;Servidor/funcionário público","Não","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/16 3:00:38 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Luvas;Sabão","Sim","Ansioso","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/16 3:03:09 PM GMT-3","24","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:04:30 PM GMT-3","32","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:05:52 PM GMT-3","31","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","CLT","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:07:01 PM GMT-3","31","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Depressivo","Servidor/funcionário público","Sim","Acima de R$ 3135,00;","Não"
"2020/04/16 3:08:42 PM GMT-3","Porto Alegre","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:09:30 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Em isolamento total","Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/16 3:12:15 PM GMT-3","24","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante;CLT","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:15:01 PM GMT-3","30","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante;Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:16:26 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Sim","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/16 3:16:56 PM GMT-3","36","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Preocupado","CLT","Não","Acima de R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/16 3:17:05 PM GMT-3","29","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante;CLT","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:18:26 PM GMT-3","31","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante;Servidor/funcionário público","Sim","Acima de R$ 3135,00;","Não"
"2020/04/16 3:18:53 PM GMT-3","21","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso","Administrativo ","Não","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/16 3:21:24 PM GMT-3","29","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso","CLT","Sim","Acima de R$ 3135,00;","Não"
"2020/04/16 3:23:08 PM GMT-3","42","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:26:06 PM GMT-3","62 anos","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Normal","Pensionista","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:27:34 PM GMT-3","35","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:27:53 PM GMT-3","27","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:30:09 PM GMT-3","31","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Sabão","Sim","Normal","Desenvolvedor de software","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:30:11 PM GMT-3","18","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/16 3:31:51 PM GMT-3","24","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Pesquisadora no exterior","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:32:07 PM GMT-3","32","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Normal","Estudante","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:32:46 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:36:01 PM GMT-3","27","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:38:25 PM GMT-3","28","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal","CLT","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:38:31 PM GMT-3","67 anos","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:43:44 PM GMT-3","28","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:45:38 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:45:47 PM GMT-3","53 anos.","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:46:50 PM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel","Sim","Normal;Preocupado","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/16 3:49:18 PM GMT-3","25","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:49:42 PM GMT-3","27","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Não","Preocupado","Autônomo","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/16 3:49:47 PM GMT-3","30","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:49:53 PM GMT-3","34","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:50:16 PM GMT-3","42","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Normal","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:51:02 PM GMT-3","71","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/16 3:51:18 PM GMT-3","38","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:52:09 PM GMT-3","26","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 3:52:29 PM GMT-3","31","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso","CLT","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:54:47 PM GMT-3","30","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 3:57:16 PM GMT-3","31","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","CLT","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 4:00:01 PM GMT-3","29","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Não","Ansioso","empresario","Não","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/16 4:03:21 PM GMT-3","26","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 4:03:26 PM GMT-3","25","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 4:07:32 PM GMT-3","35","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Pós-doutorando/Professor substituto ","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 4:11:49 PM GMT-3","61 anos","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Aposentada ","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 4:12:07 PM GMT-3","32","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Álcool em gel;Sabão","Sim","Ansioso","Estudante;Autônomo;Bolsista","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 4:12:14 PM GMT-3","65","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 4:13:18 PM GMT-3","61 anos","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Preocupado","Aposentada","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/16 4:14:36 PM GMT-3","27","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Sabão","Sim","Normal","Estudante;Doutorado (fazendo tese)","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 4:17:58 PM GMT-3","26","Redes sociais, amigos, familiares, grupos de whats.","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Normal","Autônomo","Não se aplica","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/16 4:24:40 PM GMT-3","65","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Aposentada","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/16 4:27:04 PM GMT-3","43","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Preocupado","CLT","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 4:28:02 PM GMT-3","58","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/16 4:29:50 PM GMT-3","33","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Servidor/funcionário público","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 4:31:22 PM GMT-3","26","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","CLT","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 4:32:14 PM GMT-3","26","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal","Estudante;Bolsista PRAE","Não se aplica","Até R$ 522,50;","Não"
"2020/04/16 4:41:53 PM GMT-3","37","Redes sociais, amigos, familiares, grupos de whats.","Saindo para outras atividades","Álcool em gel;Sabão","Sim","Ansioso","Autônomo;CLT;Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 4:44:19 PM GMT-3","24","Redes sociais, amigos, familiares, grupos de whats.","Saindo para outras atividades","Nenhum, não tive interesse","Não","Normal","Estudante","Sim","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/16 4:44:54 PM GMT-3","42","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Sabão","Não","Ansioso","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 4:52:50 PM GMT-3","39","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não","Até R$ 522,50;","Sim, pouco (menos da metade)"
"2020/04/16 4:56:27 PM GMT-3","27","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Depressivo;Preocupado","Estudante;Autônomo;Empresária de empresa de pequeno porte","Não","Acima de R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/16 5:00:56 PM GMT-3","31","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/16 5:01:00 PM GMT-3","36","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Servidor/funcionário público","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/16 5:13:13 PM GMT-3","26","Redes sociais, amigos, familiares, grupos de whats.","Normal, saindo para estudo/trabalho presencial","Nenhum, não tive interesse","Sim","Normal","Autônomo","Sim","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/16 5:19:26 PM GMT-3","38","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Preocupado","Servidor/funcionário público","Sim","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/16 5:22:10 PM GMT-3","63","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 5:24:13 PM GMT-3","26","Redes sociais, amigos, familiares, grupos de whats.","Saindo para outras atividades","Álcool em gel;Sabão","Sim","Normal","Autônomo","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 5:34:12 PM GMT-3","52","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/16 5:40:43 PM GMT-3","39","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Preocupado","Servidor/funcionário público","Não","De R$ 1045,00 a R$ 3135,00;","Não"
